EE x,EE y, EE z,arm0_shoulder_yaw,arm0_shoulder_pitch,arm0_elbow_pitch,arm0_elbow_roll,arm0_wrist_pitch,arm0_wrist_roll,timestamp
0.559864,0.378586,-0.3111850.51549,0.000672817,1.14991,-0.473267,-1.29804,-0.00180364,1.69939e+09
0.534036,0.41657,-0.3079260.641284,-0.00943089,1.1491,-0.504439,-1.28656,-0.0220284,1.69939e+09
0.478362,0.483237,-0.3024040.704767,-0.0164371,1.14886,-0.517596,-1.28033,-0.0328851,1.69939e+09
0.478362,0.483237,-0.3024040.704767,-0.0164371,1.14886,-0.517596,-1.28033,-0.0328851,1.69939e+09
0.407553,0.547573,-0.2957250.841469,-0.0301321,1.15057,-0.543482,-1.26905,-0.0583324,1.69939e+09
0.367344,0.577361,-0.2911270.977469,-0.0485766,1.15629,-0.562164,-1.25561,-0.0967824,1.69939e+09
0.28797,0.623793,-0.2814271.04471,-0.0613942,1.16217,-0.570154,-1.25139,-0.122541,1.69939e+09
0.235328,0.646883,-0.2747371.15973,-0.0841608,1.17639,-0.575787,-1.23982,-0.179727,1.69939e+09
0.21945,0.653067,-0.2715021.15127,-0.0866017,1.17782,-0.57902,-1.23971,-0.179754,1.69939e+09
0.21759,0.653834,-0.2713151.15367,-0.0866535,1.17761,-0.578892,-1.23973,-0.179773,1.69939e+09
0.217785,0.653712,-0.2713821.15371,-0.0866754,1.17762,-0.578892,-1.23974,-0.179773,1.69939e+09
0.217857,0.653683,-0.2713821.15383,-0.0866754,1.17761,-0.578892,-1.23977,-0.179764,1.69939e+09
0.217843,0.65369,-0.2713821.1538,-0.0866682,1.17763,-0.578874,-1.23973,-0.179754,1.69939e+09
0.217845,0.65369,-0.2713751.1538,-0.0866828,1.17763,-0.578901,-1.23973,-0.179782,1.69939e+09
0.217872,0.653676,-0.2713861.15375,-0.0866754,1.17764,-0.57891,-1.23972,-0.179773,1.69939e+09
0.217831,0.653689,-0.2713861.15382,-0.0866754,1.17765,-0.578883,-1.23972,-0.179754,1.69939e+09
0.217844,0.653693,-0.2713661.1538,-0.0866976,1.17764,-0.578883,-1.23974,-0.179745,1.69939e+09
0.217874,0.653684,-0.2713681.15383,-0.0866902,1.17766,-0.578901,-1.23972,-0.1798,1.69939e+09
0.217863,0.653689,-0.2713681.15377,-0.0866828,1.17766,-0.578892,-1.23972,-0.179764,1.69939e+09
0.217859,0.653679,-0.2713851.15377,-0.0866828,1.17766,-0.578892,-1.23972,-0.179764,1.69939e+09
